id,unit,topic,strategy,format,language,has_code,source,style_profile,review_status
v2-0314,IV,do_while_loop,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0315,IV,choose_structure,explicar primero,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0316,IV,interrupt_loops,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0317,IV,flags,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0318,IV,counters_accumulators,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0319,IV,selection_structures,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0320,IV,while_loop,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0321,IV,for_loop,explicar primero,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0322,IV,do_while_loop,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0323,IV,choose_structure,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0324,IV,interrupt_loops,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0325,IV,flags,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0326,IV,counters_accumulators,explicar primero,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0327,IV,selection_structures,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0328,IV,while_loop,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0329,IV,for_loop,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0330,IV,do_while_loop,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0331,IV,choose_structure,explicar primero,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0332,IV,interrupt_loops,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0333,IV,flags,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0334,IV,counters_accumulators,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0335,IV,selection_structures,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0336,IV,while_loop,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0337,IV,for_loop,explicar primero,single_turn,es,True,rewritten_from_v1,dominicano_suave,needs_review
v2-0338,IV,do_while_loop,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0339,IV,choose_structure,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0340,IV,interrupt_loops,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0341,IV,flags,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0342,IV,counters_accumulators,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0343,IV,selection_structures,explicar primero,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0344,IV,while_loop,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0345,IV,for_loop,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0346,IV,do_while_loop,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0347,IV,choose_structure,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0348,IV,interrupt_loops,explicar primero,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0349,IV,flags,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0350,IV,counters_accumulators,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0351,IV,selection_structures,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0352,IV,while_loop,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0353,IV,for_loop,explicar primero,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0354,IV,do_while_loop,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0355,IV,choose_structure,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0356,IV,interrupt_loops,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0357,IV,flags,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0358,IV,counters_accumulators,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0359,IV,selection_structures,explicar primero,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0360,IV,while_loop,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0361,IV,for_loop,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0362,IV,do_while_loop,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0363,IV,choose_structure,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0364,IV,interrupt_loops,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0365,IV,flags,explicar primero,single_turn,es,True,rewritten_from_v1,dominicano_suave,needs_review
v2-0366,IV,counters_accumulators,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0367,IV,selection_structures,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0368,IV,while_loop,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0369,IV,for_loop,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0370,IV,do_while_loop,explicar primero,single_turn,es,True,rewritten_from_v1,dominicano_suave,needs_review
v2-0371,IV,choose_structure,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0372,IV,interrupt_loops,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0373,IV,flags,explicar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0374,IV,counters_accumulators,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0375,IV,selection_structures,explicar primero,single_turn,es,True,rewritten_from_v1,dominicano_suave,needs_review
v2-0376,IV,while_loop,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0377,IV,for_loop,explicar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0378,IV,do_while_loop,explicar primero,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0379,IV,choose_structure,explicar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0380,IV,interrupt_loops,explicar primero,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0381,IV,flags,explicar primero,multi_turn_short,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0382,IV,counters_accumulators,explicar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0383,IV,selection_structures,explicar primero,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0384,IV,while_loop,explicar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0385,IV,for_loop,explicar primero,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0386,IV,do_while_loop,explicar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0387,IV,choose_structure,explicar primero,multi_turn_short,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0388,IV,interrupt_loops,explicar primero,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0389,IV,flags,explicar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0390,IV,counters_accumulators,explicar primero,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0391,IV,selection_structures,explicar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0392,IV,while_loop,explicar primero,multi_turn_short,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0393,IV,for_loop,explicar primero,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0394,IV,do_while_loop,explicar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0395,IV,choose_structure,explicar primero,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0396,IV,selection_structures,corregir misconception,single_turn,en,False,new,dominicano_suave,needs_review
v2-0397,IV,while_loop,corregir misconception,single_turn,en,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0398,IV,for_loop,corregir misconception,single_turn,en,True,new,dominicano_suave,needs_review
v2-0399,IV,do_while_loop,corregir misconception,single_turn,en,False,new,dominicano_suave,needs_review
v2-0400,IV,choose_structure,corregir misconception,single_turn,en,True,new,dominicano_suave,needs_review
v2-0401,IV,interrupt_loops,corregir misconception,single_turn,en,False,new,dominicano_suave,needs_review
v2-0402,IV,flags,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0403,IV,counters_accumulators,corregir misconception,single_turn,es,True,rewritten_from_v1,dominicano_suave,needs_review
v2-0404,IV,selection_structures,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0405,IV,while_loop,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0406,IV,for_loop,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0407,IV,do_while_loop,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0408,IV,choose_structure,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0409,IV,interrupt_loops,corregir misconception,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0410,IV,flags,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0411,IV,counters_accumulators,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0412,IV,selection_structures,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0413,IV,while_loop,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0414,IV,for_loop,corregir misconception,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0415,IV,do_while_loop,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0416,IV,choose_structure,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0417,IV,interrupt_loops,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0418,IV,flags,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0419,IV,counters_accumulators,corregir misconception,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0420,IV,selection_structures,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0421,IV,while_loop,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0422,IV,for_loop,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0423,IV,do_while_loop,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0424,IV,choose_structure,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0425,IV,interrupt_loops,corregir misconception,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0426,IV,flags,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0427,IV,counters_accumulators,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0428,IV,selection_structures,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0429,IV,while_loop,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0430,IV,for_loop,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0431,IV,do_while_loop,corregir misconception,single_turn,es,True,rewritten_from_v1,dominicano_suave,needs_review
v2-0432,IV,choose_structure,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0433,IV,interrupt_loops,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0434,IV,flags,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0435,IV,counters_accumulators,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0436,IV,selection_structures,corregir misconception,single_turn,es,True,rewritten_from_v1,dominicano_suave,needs_review
v2-0437,IV,while_loop,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0438,IV,for_loop,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0439,IV,do_while_loop,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0440,IV,choose_structure,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0441,IV,interrupt_loops,corregir misconception,single_turn,es,True,rewritten_from_v1,dominicano_suave,needs_review
v2-0442,IV,flags,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0443,IV,counters_accumulators,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0444,IV,selection_structures,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0445,IV,while_loop,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0446,IV,for_loop,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0447,IV,do_while_loop,corregir misconception,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0448,IV,choose_structure,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0449,IV,interrupt_loops,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0450,IV,flags,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0451,IV,counters_accumulators,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0452,IV,selection_structures,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0453,IV,while_loop,corregir misconception,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0454,IV,for_loop,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0455,IV,do_while_loop,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0456,IV,choose_structure,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0457,IV,interrupt_loops,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0458,IV,flags,corregir misconception,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0459,IV,counters_accumulators,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0460,IV,selection_structures,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0461,IV,while_loop,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0462,IV,for_loop,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0463,IV,do_while_loop,corregir misconception,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0464,IV,choose_structure,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0465,IV,interrupt_loops,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0466,IV,flags,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0467,IV,counters_accumulators,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0468,IV,selection_structures,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0469,IV,while_loop,corregir misconception,single_turn,es,True,rewritten_from_v1,dominicano_suave,needs_review
v2-0470,IV,for_loop,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0471,IV,do_while_loop,corregir misconception,single_turn,es,False,new,dominicano_suave,needs_review
v2-0472,IV,choose_structure,corregir misconception,single_turn,es,True,new,dominicano_suave,needs_review
v2-0473,IV,interrupt_loops,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0474,IV,flags,corregir misconception,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0475,IV,counters_accumulators,corregir misconception,multi_turn_short,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0476,IV,selection_structures,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0477,IV,while_loop,corregir misconception,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0478,IV,for_loop,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0479,IV,do_while_loop,corregir misconception,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0480,IV,choose_structure,corregir misconception,multi_turn_short,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0481,IV,interrupt_loops,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0482,IV,flags,corregir misconception,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0483,IV,counters_accumulators,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0484,IV,selection_structures,corregir misconception,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0485,IV,while_loop,corregir misconception,multi_turn_short,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0486,IV,for_loop,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0487,IV,do_while_loop,corregir misconception,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0488,IV,choose_structure,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0489,IV,interrupt_loops,corregir misconception,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0490,IV,flags,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0491,IV,counters_accumulators,corregir misconception,multi_turn_short,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0492,IV,selection_structures,corregir misconception,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0493,IV,while_loop,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0494,IV,for_loop,corregir misconception,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0495,IV,do_while_loop,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0496,IV,choose_structure,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0497,IV,interrupt_loops,corregir misconception,multi_turn_short,es,True,rewritten_from_v1,dominicano_suave,needs_review
v2-0498,IV,flags,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0499,IV,counters_accumulators,corregir misconception,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0500,IV,selection_structures,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0501,IV,while_loop,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0502,IV,for_loop,corregir misconception,multi_turn_short,es,True,rewritten_from_v1,dominicano_suave,needs_review
v2-0503,IV,do_while_loop,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0504,IV,choose_structure,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0505,IV,interrupt_loops,corregir misconception,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0506,IV,flags,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0507,IV,counters_accumulators,corregir misconception,multi_turn_short,es,True,rewritten_from_v1,dominicano_suave,needs_review
v2-0508,IV,selection_structures,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0509,IV,while_loop,corregir misconception,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0510,IV,for_loop,corregir misconception,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0511,IV,selection_structures,preguntar primero,single_turn,en,False,new,dominicano_suave,needs_review
v2-0512,IV,while_loop,preguntar primero,single_turn,en,True,new,dominicano_suave,needs_review
v2-0513,IV,for_loop,preguntar primero,single_turn,en,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0514,IV,do_while_loop,preguntar primero,single_turn,en,False,new,dominicano_suave,needs_review
v2-0515,IV,choose_structure,preguntar primero,single_turn,en,True,new,dominicano_suave,needs_review
v2-0516,IV,interrupt_loops,preguntar primero,single_turn,en,False,new,dominicano_suave,needs_review
v2-0517,IV,flags,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0518,IV,counters_accumulators,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0519,IV,selection_structures,preguntar primero,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0520,IV,while_loop,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0521,IV,for_loop,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0522,IV,do_while_loop,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0523,IV,choose_structure,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0524,IV,interrupt_loops,preguntar primero,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0525,IV,flags,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0526,IV,counters_accumulators,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0527,IV,selection_structures,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0528,IV,while_loop,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0529,IV,for_loop,preguntar primero,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0530,IV,do_while_loop,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0531,IV,choose_structure,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0532,IV,interrupt_loops,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0533,IV,flags,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0534,IV,counters_accumulators,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0535,IV,selection_structures,preguntar primero,single_turn,es,True,rewritten_from_v1,dominicano_suave,needs_review
v2-0536,IV,while_loop,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0537,IV,for_loop,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0538,IV,do_while_loop,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0539,IV,choose_structure,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0540,IV,interrupt_loops,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0541,IV,flags,preguntar primero,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0542,IV,counters_accumulators,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0543,IV,selection_structures,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0544,IV,while_loop,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0545,IV,for_loop,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0546,IV,do_while_loop,preguntar primero,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0547,IV,choose_structure,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0548,IV,interrupt_loops,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0549,IV,flags,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0550,IV,counters_accumulators,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0551,IV,selection_structures,preguntar primero,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0552,IV,while_loop,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0553,IV,for_loop,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0554,IV,do_while_loop,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0555,IV,choose_structure,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0556,IV,interrupt_loops,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0557,IV,flags,preguntar primero,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0558,IV,counters_accumulators,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0559,IV,selection_structures,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0560,IV,while_loop,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0561,IV,for_loop,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0562,IV,do_while_loop,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0563,IV,choose_structure,preguntar primero,single_turn,es,True,rewritten_from_v1,dominicano_suave,needs_review
v2-0564,IV,interrupt_loops,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0565,IV,flags,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0566,IV,counters_accumulators,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0567,IV,selection_structures,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0568,IV,while_loop,preguntar primero,single_turn,es,True,rewritten_from_v1,dominicano_suave,needs_review
v2-0569,IV,for_loop,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0570,IV,do_while_loop,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0571,IV,choose_structure,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0572,IV,interrupt_loops,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0573,IV,flags,preguntar primero,single_turn,es,True,rewritten_from_v1,dominicano_suave,needs_review
v2-0574,IV,counters_accumulators,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0575,IV,selection_structures,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0576,IV,while_loop,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0577,IV,for_loop,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0578,IV,do_while_loop,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0579,IV,choose_structure,preguntar primero,single_turn,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0580,IV,interrupt_loops,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0581,IV,flags,preguntar primero,single_turn,es,True,new,dominicano_suave,needs_review
v2-0582,IV,counters_accumulators,preguntar primero,single_turn,es,False,new,dominicano_suave,needs_review
v2-0583,IV,selection_structures,preguntar primero,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0584,IV,while_loop,preguntar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0585,IV,for_loop,preguntar primero,multi_turn_short,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0586,IV,do_while_loop,preguntar primero,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0587,IV,choose_structure,preguntar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0588,IV,interrupt_loops,preguntar primero,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0589,IV,flags,preguntar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0590,IV,counters_accumulators,preguntar primero,multi_turn_short,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0591,IV,selection_structures,preguntar primero,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0592,IV,while_loop,preguntar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0593,IV,for_loop,preguntar primero,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0594,IV,do_while_loop,preguntar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0595,IV,choose_structure,preguntar primero,multi_turn_short,es,False,rewritten_from_v1,dominicano_suave,needs_review
v2-0596,IV,interrupt_loops,preguntar primero,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0597,IV,flags,preguntar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0598,IV,counters_accumulators,preguntar primero,multi_turn_short,es,True,new,dominicano_suave,needs_review
v2-0599,IV,selection_structures,preguntar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0600,IV,while_loop,preguntar primero,multi_turn_short,es,False,new,dominicano_suave,needs_review
v2-0601,V,modularization_importance,explicar primero,single_turn,en,True,rewritten_from_v1,dominicano_suave,needs_review
v2-0602,V,subprogram_definition,explicar primero,single_turn,en,False,new,dominicano_suave,needs_review
v2-0603,V,invocation,explicar primero,single_turn,en,False,new,dominicano_suave,needs_review
v2-0604,V,return_values,explicar primero,single_turn,en,True,new,dominicano_suave,needs_review
